course_id,course_title,lec_section,lab_section,lec_credit,lab_credit,day,time,room,lecturer
261491,Project Survey,000,032,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,033,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,034,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,035,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,036,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,037,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,038,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,039,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,040,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,041,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,042,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,043,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,044,0,1,TBA,0000-0000,0000,ชินวัตร  อิศราดิสัยกุล
261491,Project Survey,000,045,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,046,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,047,0,1,TBA,0000-0000,0000,ภาสกร  แช่มประเสริฐ
261491,Project Survey,000,048,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,049,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,050,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,051,0,1,TBA,0000-0000,TBA,คณาจารย์
261491,Project Survey,000,052,0,1,TBA,0000-0000,TBA,คณาจารย์
261491,Project Survey,000,053,0,1,TBA,0000-0000,TBA,คณาจารย์
261491,Project Survey,000,054,0,1,TBA,0000-0000,TBA,สรรพวรรธน์  กันตะบุตร
261491,Project Survey,000,055,0,1,TBA,0000-0000,TBA,คณาจารย์
261491,Project Survey,000,801,0,1,TBA,0000-0000,0000,กำพล  วรดิษฐ์
261491,Project Survey,000,802,0,1,TBA,0000-0000,0000,โดม  โพธิกานนท์
261491,Project Survey,000,803,0,1,TBA,0000-0000,0000,เจนจิรา  ใจมั่ง
261491,Project Survey,000,804,0,1,TBA,0000-0000,0000,อานันท์  สีห์พิทักษ์เกียรติ
261491,Project Survey,000,805,0,1,TBA,0000-0000,0000,ธนาทิพย์  จันทร์คง
261491,Project Survey,000,806,0,1,TBA,0000-0000,0000,กำพล  วรดิษฐ์
261491,Project Survey,000,807,0,1,TBA,0000-0000,0000,ลัชนา  ระมิงค์วงศ์
261491,Project Survey,000,808,0,1,TBA,0000-0000,0000,กำพล  วรดิษฐ์
261491,Project Survey,000,809,0,1,TBA,0000-0000,0000,โดม  โพธิกานนท์
261491,Project Survey,000,810,0,1,TBA,0000-0000,0000,ยุทธพงษ์  สมจิต
261491,Project Survey,000,811,0,1,TBA,0000-0000,TBA,นพรุจ  ซื่อตรง
261491,Project Survey,000,812,0,1,TBA,0000-0000,TBA,คณาจารย์
261491,Project Survey,000,813,0,1,TBA,0000-0000,TBA,คณาจารย์
261491,Project Survey,000,814,0,1,TBA,0000-0000,TBA,คณาจารย์
261492,Project,000,001,0,3,TBA,0000-0000,TBA,คณาจารย์
261492,Project,000,002,0,3,TBA,0000-0000,TBA,คณาจารย์
261492,Project,000,003,0,3,TBA,0000-0000,TBA,ธนาทิพย์  จันทร์คง
261492,Project,000,004,0,3,TBA,0000-0000,0000,คณาจารย์
261492,Project,000,005,0,3,TBA,0000-0000,TBA,คณาจารย์
261492,Project,000,006,0,3,TBA,0000-0000,TBA,คณาจารย์
261492,Project,000,007,0,3,TBA,0000-0000,0000,ยุทธพงษ์  สมจิต
261492,Project,000,008,0,3,TBA,0000-0000,0000,คณาจารย์
261492,Project,000,009,0,3,TBA,0000-0000,0000,กำพล  วรดิษฐ์
261492,Project,000,010,0,3,TBA,0000-0000,0000,คณาจารย์
261492,Project,000,011,0,3,TBA,0000-0000,0000,คณาจารย์
261492,Project,000,012,0,3,TBA,0000-0000,0000,คณาจารย์
261492,Project,000,013,0,3,TBA,0000-0000,0000,คณาจารย์
261492,Project,000,801,0,3,TBA,0000-0000,TBA,กำพล  วรดิษฐ์
261492,Project,000,802,0,3,TBA,0000-0000,0000,คณาจารย์
261492,Project,000,803,0,3,TBA,0000-0000,0000,ยุทธพงษ์  สมจิต
